Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Isle of Man,IMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,147.2508772
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,95137.2757
Israel,ISR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.17518344
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,62796.3
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.935752154
Israel,ISR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.75989688
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,418.3918669
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39591.36876
Italy,ITA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.165379006
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,317223
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.311030987
Italy,ITA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.08828133
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,201.9805456
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32114.29986
Jamaica,JAM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.56208827
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,8394.3
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.983289697
Jamaica,JAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.28940246
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,259.8128347
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5307.511041
Japan,JPN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.235225039
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,1073645.3
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.478400575
Japan,JPN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.46980666
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,347.4156379
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36043.7844
Jordan,JOR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.553462026
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,23147.9
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.163621448
Jordan,JOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.64558855
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,120.4888055
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3909.250043
Kazakhstan,KAZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.969140094
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,204592.2
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.05087035
Kazakhstan,KAZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.29485447
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.85767789
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11402.7584
Kenya,KEN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.231198049
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,19481.9
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.382362033
Kenya,KEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.61458718
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,89.52357944
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1653.82898
Kiribati,KIR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.421494146
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,73.6
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.592397035
Kiribati,KIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.468882294
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,153.3839506
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1405.469188
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,55548.4
"Korea, Dem. People's Rep.",PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.156763691
"Korea, Dem. People's Rep.",PRK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.32957478
"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,213.8978573
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
"Korea, Rep.",KOR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.373742205
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,612133.7
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.82528359
"Korea, Rep.",KOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.44033926
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,530.3772746
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31640.21463
Kosovo,XKX,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Kosovo,XKX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kosovo,XKX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,..
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4219.097435
Kuwait,KWT,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.819907269
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,93863.6
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,21.13521425
Kuwait,KWT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,60.96648013
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,249.2199776
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,25777.56662
Kyrgyz Republic,KGZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.264723733
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,10017.4
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.551593817
Kyrgyz Republic,KGZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.07288994
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,33.66110532
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1226.824306
Lao PDR,LAO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.036721827
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,19170.9
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.658175141
Lao PDR,LAO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.54733513
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,31.24806326
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2564.019654
Latvia,LVA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.246111063
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,7569.1
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.954965509
Latvia,LVA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.01165835
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,30.75549199
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16069.84043
Lebanon,LBN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.576026457
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,26916.5
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.655297984
Lebanon,LBN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,28.96029994
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,565.1913001
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8081.743344
Lesotho,LSO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.993470692
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,2300.1
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.033426757
Lesotho,LSO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.52281327
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,73.31034256
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1040.218665
Liberia,LBR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.356923316
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,1146.2
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.22991646
Liberia,LBR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,50.59973692
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,51.75756852
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,644.1620652
Libya,LBY,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.897340351
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,54692.7
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.325767595
Libya,LBY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.59119845
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.733412142
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9278.27171
Liechtenstein,LIE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,149.025716
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.872608388
Liechtenstein,LIE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,240.5125
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Lithuania,LTU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.243491045
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,11735.8
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.200151961
Lithuania,LTU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.37350411
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,44.6205206
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17249.71844
Luxembourg,LUX,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.143569566
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,9500.3
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.3230398
Luxembourg,LUX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.06890585
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,240.827591
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,106729.0249
"Macao SAR, China",MAC,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,..
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Macao SAR, China",MAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,20171.82371
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,76959.2441
Madagascar,MDG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.297860815
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,3927.7
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.142653575
Madagascar,MDG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.8593854
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,47.32405294
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,478.9269613
Malawi,MWI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.151933721
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,1643.7
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.087118813
Malawi,MWI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.34665143
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,200.1202482
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,573.4001137
Malaysia,MYS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.671642542
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,244882
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.464999716
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.59099631
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,99.84483336
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11114.54271
Maldives,MDV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.368569001
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,1999.5
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.963267183
Maldives,MDV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.94405416
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1681.693333
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10753.12132
Mali,MLI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.245646241
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,3937.4
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.191438656
Mali,MLI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,60.62414043
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,16.85591916
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,779.326625
Malta,MLT,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.114810365
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,1658.6
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.290468236
Malta,MLT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.9910498
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1575.19375
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28660.02766
Marshall Islands,MHL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.683102695
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,152.3
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.405025935
Marshall Islands,MHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.044039796
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,248.4888889
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4984.647201
Mauritania,MRT,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.522431281
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,3824.8
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.872475307
Mauritania,MRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,66.8117824
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.253273503
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1670.028839
Mauritius,MUS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.300886836
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,4173.7
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.296800515
Mauritius,MUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.91383169
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,623.637931
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10956.94502
Mexico,MEX,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.360721451
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,451828.8
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.612165141
Mexico,MEX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.12401203
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,64.34595077
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10013.72425
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.44576988
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,148.2
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.330591943
"Micronesia, Fed. Sts.",FSM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.38285056
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,159.1128571
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2984.930124
Moldova,MDA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.973696176
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,8921.6
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.348667379
Moldova,MDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.74739724
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,92.75609357
Moldova,MDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3439.12964
Monaco,MCO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Monaco,MCO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.66888949
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,18270.35027
Monaco,MCO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,191194.4724
Mongolia,MNG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.632988207
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,23146.9
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.160835656
Mongolia,MNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.05757134
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2.075718988
Mongolia,MNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4385.111677
Montenegro,MNE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.544188757
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,2601.1
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.181644556
Montenegro,MNE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.25685256
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.24743494
Montenegro,MNE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7684.180362
Morocco,MAR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.574081565
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,70986.3
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.955308017
Morocco,MAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,35.05284088
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,81.34530137
Morocco,MAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3355.613037
Mozambique,MOZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.414121027
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,7530.2
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.248639659
Mozambique,MOZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.77406654
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,38.51267199
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,600.4033659
Myanmar,MMR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.406216058
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,33995
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.640928811
Myanmar,MMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.43314277
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,81.2627731
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1577.802744
Namibia,NAM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.383797616
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,4316.3
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.764171657
Namibia,NAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.19978552
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2.971788799
Namibia,NAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4596.619636
Nauru,NRU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.533259722
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,53.4
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.401582591
Nauru,NRU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.857163356
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,606.6
Nauru,NRU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8254.106601
Nepal,NPL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.452879093
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,13860.5
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.480724943
Nepal,NPL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,83.10319363
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,201.1335612
Nepal,NPL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1061.486278
Netherlands,NLD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.173685406
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,145939.237
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.41396928
Netherlands,NLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.0392862
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,515.1432729
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,48443.73205
New Caledonia,NCL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,..
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
New Caledonia,NCL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,14.8380744
New Caledonia,NCL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
