Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Costa Rica,CRI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.123580176551498
Costa Rica,CRI,CO2 emissions (kt),EN.ATM.CO2E.KT,7956.4
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.56482445188662
Costa Rica,CRI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.42174135
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,99.57955346651
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12662.4228541585
Cote d'Ivoire,CIV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.184026785263293
Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,10838.9
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.414528305155615
Cote d'Ivoire,CIV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,55.62337378
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,82.2250031446541
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2252.54331624897
Croatia,HRV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.285997004197195
Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,16523.3
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.06451947763153
Croatia,HRV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.46495986
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,72.6405010363805
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14211.7554309381
Cuba,CUB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.26827734832135
Cuba,CUB,CO2 emissions (kt),EN.ATM.CO2E.KT,24418.5
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.15774090266798
Cuba,CUB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.72659724
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,109.024055876686
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8042.94852386634
Curacao,CUW,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Curacao,CUW,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Curacao,CUW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,354.596846846847
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17796.699906511
Cyprus,CYP,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.28749985057999
Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,7191
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.85187933947248
Cyprus,CYP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.57380293
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,132.990909090909
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28360.03125
Czechia,CZE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.453129022917973
Czechia,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,97712.9
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.15611790623386
Czechia,CZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.75140093
Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,138.226810266108
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20206.4256384905
Denmark,DNK,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.0892852463113351
Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,29696.5
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.10738642637222
Denmark,DNK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.785959755
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,145.36055
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57203.0277943447
Djibouti,DJI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.141402474150918
Djibouti,DJI,CO2 emissions (kt),EN.ATM.CO2E.KT,428.27
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.398763866464803
Djibouti,DJI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,43.16577438
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,46.3327868852459
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2820.06286565541
Dominica,DMA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.307122717081918
Dominica,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,174.1
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.43741949935599
Dominica,DMA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.60844325
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.2373333333333
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7936.3048182003
Dominican Republic,DOM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.288676811352764
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,25775.2
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.36863439614581
Dominican Republic,DOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.72938154
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,225.251128130822
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8205.14257811769
Ecuador,ECU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.389681081484343
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,39631.4
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.28505501120289
Ecuador,ECU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.97447395
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,69.8330649057819
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5863.91056629908
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.547397506766278
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,217908.3
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.06316078338081
"Egypt, Arab Rep.",EGY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,67.88817813
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,106.101432517957
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3769.03576994499
El Salvador,SLV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.306879962044663
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,7912.7
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25994054027114
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.32472418
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,303.099276061776
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4105.64616821665
Equatorial Guinea,GNQ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.485159833936339
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,4876.5
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.13998883473672
Equatorial Guinea,GNQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,45.28465901
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,55.3665240641711
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6472.07088282732
Eritrea,ERI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,697.2
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.199267295412336
Eritrea,ERI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.07053957
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,28.8966156462492
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Estonia,EST,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.374064086261652
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,10060.7
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.58212010267556
Estonia,EST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.893562381
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,31.0385497076023
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20269.575137379
Eswatini,SWZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.265503627267765
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1169.5
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.999903386846761
Eswatini,SWZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.34521196
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,68.0007558139535
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3766.06299935158
Ethiopia,ETH,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.197545710545702
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,17708
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.155169188831947
Ethiopia,ETH,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,33.7807199
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,101.119564793866
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,785.484981695154
Faroe Islands,FRO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Faroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Faroe Islands,FRO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,37.0207736389685
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56402.3944501364
Fiji,FJI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.267162065062965
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,1393.5
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.51720533716581
Fiji,FJI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.9932094
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,50.2717569786535
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5678.9699421145
Finland,FIN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.160895150845773
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,40987.1
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.42303960115952
Finland,FIN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.565330197
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.1673609054717
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46135.8814242631
France,FRA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.114857905043025
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,300561.6
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.46016494835631
France,FRA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.40575038
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,123.070294051578
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38832.0242014303
French Polynesia,PYF,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,..
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
French Polynesia,PYF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,86.348890809565
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19807.2931430135
Gabon,GAB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.341165430363702
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,5274.5
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.35176354398661
Gabon,GAB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.74675483
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.70409826522296
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6893.32310568364
"Gambia, The",GMB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.361782490284732
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,606.9
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.241900479217245
"Gambia, The",GMB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,58.08072376
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,247.913339920949
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,668.635121138293
Georgia,GEO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.594090054707037
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,10549.6
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.83579124666916
Georgia,GEO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.85586499
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.0855698239966
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4773.33566552898
Germany,DEU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.183141051880568
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,658693.5
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.9271876239049
Germany,DEU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.80580716
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,237.822954291766
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43284.6024553493
Ghana,GHA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.288787279724679
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,18039.1
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.572264895729339
Ghana,GHA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,53.98926008
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,138.535158653424
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1981.61392799198
Gibraltar,GIB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Gibraltar,GIB,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Gibraltar,GIB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3268.5
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Greece,GRC,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.294195969710039
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,59990.3
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.59528435262632
Greece,GRC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.2538714
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.1775174553918
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19018.9021220823
Greenland,GRL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Greenland,GRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.462977097
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136983798270191
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,48170.790903444
Grenada,GRD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.305038398788216
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,346.2
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.82096411459861
Grenada,GRD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.48591655
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,360.952941176471
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9247.89838199082
Guam,GUM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guam,GUM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.221834725
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,312.266666666667
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35378.9557673086
Guatemala,GTM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.268633005782744
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,19017.8
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.14537281500282
Guatemala,GTM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.64788197
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,154.946117954461
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4263.70844366435
Guinea,GIN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.374069113439033
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,4517
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.350765779082478
Guinea,GIN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,52.51253174
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,52.4073701774377
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,937.703131535471
Guinea-Bissau,GNB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.260504812069845
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,325.3
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.16508860634868
Guinea-Bissau,GNB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,54.06829369
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,70.0731507823613
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,633.72574593523
Guyana,GUY,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.551346290485811
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,2795.9
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.50033114116629
Guyana,GUY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.10090382
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,4.05767335534671
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6348.69808969246
Haiti,HTI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.214225461249625
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,3317.34
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.297241022260954
Haiti,HTI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.03230796
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,404.950580551524
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1387.51491315309
Honduras,HND,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.418565032410744
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,10196.4
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.02385531471622
Honduras,HND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.87512366
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,89.0055322191438
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2446.10809655856
"Hong Kong SAR, China",HKG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7150.38095238095
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44195.2623401674
Hungary,HUN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.320671227830539
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,47261.8
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.8368762665486
Hungary,HUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.49434933
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,107.069263642341
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15083.5991718742
Iceland,ISL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.07906905020995
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1638.2
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.54345010442003
Iceland,ISL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.698616135
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.5759496181692
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57461.8019611457
India,IND,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.901363469148985
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,2423951.4
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.75253436625037
India,IND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,83.19931634
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,465.194639427685
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1944.31483661637
Indonesia,IDN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.576835185308521
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,605290.6
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.24528577070833
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.37146134
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,143.584633764026
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3892.42166201675
"Iran, Islamic Rep.",IRN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.43966738129214
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,625251.5
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.22298000274987
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.01508315
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,53.3523587057011
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5017.11721513553
Iraq,IRQ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.895533172714314
